EO:0007358	rice grassy stunt virus	RGSV
EO:0007359	plant environment ontology	plant treatment ontology	treatment ontology
EO:0007360	barley yellow dwarf virus	BYDV
EO:0007361	rice gall dwarf virus	RGDV	rice gall dwarf virus RGDV
EO:0007362	Balansia oryzae-sativae	Ephelis japonica	Ephelis oryzae
EO:0007363	Magnaporthe salvinii	Helminthosporium sigmoideum	Helminthosporium sigmoideum var.irregulare.	Leptosphaeria salvinii	Nakataea sigmoidae	Sclerotium oryzae
EO:0007364	Rhizoctonia oryzae	Rhizoctonia zeae	Waitea circinata
EO:0007365	rice dwarf virus	RDV	rice dwarf phytoreovirus	rice dwarf phytoreovirus RDV
EO:0007366	rice black streak dwarf virus	RBSDV	Rice black streak virus	Rice black-streaked dwarf virus	rice black-streaked dwarf fijivirus	rice black-streaked dwarf virus RBSDV
EO:0007367	Aphelenchoides besseyi	rice white-tip nematode
EO:0007368	warm/hot water temperature regimen	
EO:0007369	Meloidogyne salasi	
EO:0007370	Meloidogyne oryzae	
EO:0007371	Meloidogyne javanica	root-knot nematode
EO:0007372	Meloidogyne incognita	southern root-knot nematode
EO:0007373	mechanical damage	wound	wound treatment	wounding
EO:0007374	Cylindrocladium scoparium	Calonectria morganii
EO:0007375	Meloidogyne graminicola	
EO:0007376	Pyrenochaeta oryzae	
EO:0007377	Athelia rolfsii	Sclerotium rolfsii
EO:0007378	Sarocladium oryzae	Acrocylindrium oryzae
EO:0007379	Thanatephorus cucumeris	Rhizoctonia praticola	Rhizoctonia solani	Thanatephorus praticola	black scurf of potato
EO:0007382	wind environment	
EO:0007383	watering regimen	
EO:0007384	freezing air temperature regimen	
EO:0007385	irrigated land region	
EO:0007386	Gerlachia oryzae	Monographella albescens	rice leaf scald
EO:0007387	manganese nutrient regimen	
EO:0007388	Alternaria padwickii	Trichoconis padwickii
EO:0007389	Gibberella zeae	Fusarium graminearum
EO:0007391	lowland region	rainfed lowland region
EO:0007392	upland region	
EO:0007394	desert like region	
EO:0007395	river delta region	
EO:0007396	flood prone region	deep water	flooding
EO:0007397	phosphorus nutrient regimen	
EO:0007398	sub-tropical region	
EO:0007399	freezing water temperature regimen	
EO:0007400	arid region	
EO:0007401	semiarid region	
EO:0007402	fungal elicitor	
EO:0007403	unknown environment	
EO:0007404	drought environment	
EO:0007405	Hoagland solution	
EO:0007406	nitrate regimen	
EO:0007407	methyl jasmonate	
EO:0007408	5-methyltryptophan	
EO:0007409	brassinosteroid	
EO:0007410	cerebroside elicitor	
EO:0007411	Pseudomonas fluorescens	Bacillus fluorescens	Bacillus fluorescens liquefaciens	Bacterium fluorescen	Liquidomonas fluorescens
EO:0007412	zinc sulphate regimen	ZnSO4
EO:0007413	manganese sulfate regimen	MnSO4
EO:0007414	peroxide regimen	
EO:0007415	hydrogen peroxide	
EO:0007503	1,2-dibromoethane	DBE
EO:0007504	1,2-dichloroethane	DCE
EO:0007505	1,2:5,6-dibenzanthracene	
EO:0007506	1,4-dimethanesulfonoxy-1:4-dimethylbutane	CB2348
EO:0007507	1,4-dimethanesulfonoxybut-2-yne	CB2058
EO:0007508	1,4-dimethanesulfonoxybutane	CB2041	busulfan
EO:0007509	1,6-dimethylsulfonoxy D-mannitol	CB2511
EO:0007510	1,6-dimethylsulfonoxy L-mannitol	CB2628
EO:0007511	1-amino-2-naphthol-4-sulfonic acid	
EO:0007512	1-bromo-2-chloroethane	BCE
EO:0007513	1-diethylaminoethylethylamino-4-methyl-thioxanthenone	
EO:0007514	2,5,-bisethylene-imine-1,4-benzoquinone	
EO:0007515	2-chloroethyl methanesulfonate	CB1506
EO:0007516	2-fluoroethyl methanesulfonate	CB1522
EO:0007517	2-methoxyethanol	
EO:0007518	5-bromouracil	
EO:0007519	5-bromouridine	
EO:0007520	7-bromomethyl 12 methyl benz or agr/anthracine	
EO:0007521	actinomycin D	
EO:0007522	aminopterin	
EO:0007523	benzo (or agr)pyrene	
EO:0007524	caffeine	
EO:0007525	cisplatin	cis-dichlorodiammineplatinum(II)
EO:0007526	colchicine	
EO:0007527	cupric sulfate	
EO:0007528	diepoxybutane	DEB	erythritol anhydride
EO:0007529	diepoxyoctane	
EO:0007530	diethyl sulfate	DES
EO:0007531	dimethyl sulfoxide	
EO:0007532	DNA	
EO:0007533	ethyl ether	
EO:0007534	ethyl methanesulfonate	CB1528	EMS	Methanesulfonic acid ethyl ester
EO:0007535	ethyl nitrosourea	ENU
EO:0007536	ethylene oxide	
EO:0007537	ethylenimine	EI
EO:0007538	fagaronine	
EO:0007539	formaldehyde	
EO:0007540	boric acid	H3BO3
EO:0007541	hesperidine	
EO:0007542	hexamethylmelamine	HMM	altretamine
EO:0007543	hexamethylphosphoramide	HMPA
EO:0007544	hycanthon methanesulfonate	HMS
EO:0007545	ICR 100	2-methoxy-6-[3-(ethyl-2-chloroethyl)aminopropylamino]acridine	quinacrine mustard
EO:0007546	ICR 170	2-methoxy-6-dichloro-9-(3-ethyl-2-chloroethyl-aminopropylamino)acridine-dihydrochloride
EO:0007547	iodine	
EO:0007548	Janus green B	
EO:0007549	methoxy diethylnitrosamine	
EO:0007550	methyl methanesulfonate	CB1540	MMS
EO:0007551	mitomycin C	
EO:0007552	mustard gas	1,1'-thiobis[2-chloroethane
EO:0007553	N-methyl-N'-nitro-N-nitrosoguanidine	MNNG	NNG
EO:0007554	N-nitrosodimethylamine	DMN
EO:0007555	natural gas	
EO:0007556	nitrogen mustard	2-chloro-N-(2-chloroethyl)-N-methylethanamine	CB1414	HN2	mechlorethamine
EO:0007557	nitrosomethyl urea	MNU	N-methyl-N-nitrosourea
EO:0007558	p-N,N-di(2-chloroethyl)aminophenylvaleric acid	CB1356
EO:0007559	p-N,N-di-(2-chloroethyl)amino-D-phenylalanine	CB3026
EO:0007560	p-N,N-di-(2-chloroethyl)amino-DL-phenylalanine	CB3007	melphalan
EO:0007561	p-N,N-di-(2-chloroethyl)amino-L-phenylalanine	CB3025
EO:0007562	p-N,N-di-(2-chloroethyl)aminophenylbutyric acid	CB1348	chlorambucil
EO:0007563	p-N,N-di-(2-chloroethyl)aminophenylethylamine	CB3034
EO:0007564	p-p'-N,N-di(2-chloroethyl)aminophenoxyphenylalanine	CB3051
EO:0007565	quinhydrone	
EO:0007566	S-2-chloroethylcysteine	CB1592
EO:0007567	sodium bisulfite	
EO:0007568	sodium fluoride	
EO:0007569	styryl quinoline	CB3086
EO:0007570	sulfur mustard	CB1735
EO:0007571	triaziquone	
EO:0007572	triethylenemelamine	CB1246	TEM
EO:0007573	urethane	
EO:0007574	vinyl carbamate	
EO:0007610	3-H	tritium
EO:0007611	3-H-deoxycytidine	
EO:0007612	3-H-thymidine	
EO:0007613	32-P	
EO:0007614	agr ray	
EO:0007615	Bevatron irradiation	
EO:0007616	deuteron irradiation	
EO:0007617	ggr ray	
EO:0007618	137-Cs or ggr ray	
EO:0007619	226-Ra or agr ray	radium
EO:0007620	60-Co or ggr ray	
EO:0007621	magnetic field	
EO:0007622	neutrons	
EO:0007623	252-Cf fission neutrons	
EO:0007624	radio wave	
EO:0007625	stratosphere exposure	
EO:0007626	supersonic-treatment	
EO:0007628	X-ray	
EO:0007629	hydrogen regimen	
EO:0007630	Sclerospora spp.	
EO:0007631	Sclerospora graminicola	
EO:0007632	insecticide regimen	
EO:0007633	imidazolinone	
EO:0007634	Spodoptera litura	
