DC:0000442	Trichoepithelioma, Multiple Familial	
DC:0000443	Trichorhinophalangeal Syndrome	
DC:0000445	Tumoral Calcinosis	
DC:0000452	Vertigo	
DC:0000457	Wilms Tumor	
DC:0000463	Acrofacial Dysostosis	
DC:0000465	Acrorenal Syndrome	
DC:0000469	Anemia, Hypochromic Microcytic with Iron Overload	
DC:0000470	Anemia, Nonspherocytic Hemolytic	
DC:0000475	Auriculocondylar Syndrome	
DC:0000479	Bifid Nose	
DC:0000486	Camptodactyly Syndrome, Guadalajara	
DC:0000488	Cardioencephalomyopathy, Fatal Infantile	
DC:0000490	Cerebellar Ataxia, Mental Retardation, and Dysequilibrium Syndrome	
DC:0000491	Cerebelloparenchymal Disorder	
DC:0000492	Chiari Malformation	
DC:0000493	Chilblain Lupus	
DC:0000498	Cortical Dysplasia, Complex, with Other Brain Malformations	
DC:0000503	Diarrhea, Congenital	
DC:0000504	Reticulate Pigment Disorder	
DC:0000506	Congenital Heart Defects, Multiple Types	
DC:0000516	Facial Paresis, Hereditary Congenital	
DC:0000517	Factor V and Factor VIII, Combined Deficiency of	
DC:0000521	Focal Facial Dermal Dysplasia	
DC:0000522	Fundus Dystrophy, Pseudoinflammatory	
DC:0000523	Gastric Cancer	
DC:0000524	Geleophysic Dysplasia	
DC:0000525	Giant Axonal Neuropathy	
DC:0000526	Glutaric Aciduria	
DC:0000527	Heart-Hand Syndrome	
DC:0000532	Humeroradial Synostosis	
DC:0000536	Hypercarotenemia And Vitamin A Deficiency	
DC:0000537	Hyperekplexia	
DC:0000541	Hypocalcemia	
DC:0000544	Immunodeficiency-Centromeric Instability-Facial Anomalies Syndrome	
DC:0000545	Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia	
DC:0000547	Kabuki Syndrome	
DC:0000549	Kenny-Caffey Syndrome	
DC:0000550	Keratosis Follicularis Spinulosa Decalvans	
DC:0000556	Leukoencephalopathy, Megalencephalic	
DC:0000558	Metaphyseal Chondrodysplasia	
DC:0000563	Mirror Movements	
DC:0000564	Mosaic Variegated Aneuploidy Syndrome	
DC:0000565	Multiple Congenital Anomalies-Hypotonia-Seizures Syndrome	
DC:0000567	Myofibromatosis, Infantile	
DC:0000580	Pregnancy Loss, Recurrent, Susceptibility	
DC:0000583	Progeroid Syndrome	
DC:0000587	Polyposis	
DC:0000590	Pulmonary Fibrosis and/or Bone Marrow Failure, Telomere-Related	
DC:0000592	Retinopathy	
DC:0000598	Spondylometaphyseal Dysplasia	
DC:0000600	Thiamine-Responsive Dysfunction Syndrome	
DC:0000605	Triglyceride Storage Disease	
DC:0000606	Trigonocephaly	
DC:0000616	Episodic Pain Syndrome, Familial	
DC:0000618	Developmental Dysplasia of the Hip	
DC:0000623	Desbuquois Dysplasia	
DC:0000624	Epilepsy, Familial Adult Myoclonic	
DC:0000631	Adrenal Hyperplasia	
DC:0000634	Autoimmune Thyroid Disease, Susceptibility to	
DC:0000638	Breast-Ovarian Cancer, Familial, Susceptibility to	
DC:0000643	Corneal Dystrophy, Fuchs Endothelial	
DC:0000644	Corneal Dystrophy, Posterior Polymorphous	
DC:0000645	Ectodermal Dysplasia-Syndactyly Syndrome	
DC:0000646	Encephalopathy, Acute, Infection-Induced	
DC:0000652	Ichthyosis, Congenital, Autosomal Recessive	
DC:0000653	Keratoderma, Palmoplantar Punctate	
DC:0000657	Microphthalmia, Isolated, with Cataract	
DC:0000658	Microphthalmia, Isolated, with Coloboma	
DC:0000659	Muscular Dystrophy-Dystroglycanopathy, Type A	
DC:0000660	Muscular Dystrophy-Dystroglycanopathy, Type B	
DC:0000661	Muscular Dystrophy-Dystroglycanopathy, Type C	
DC:0000663	Split-Hand/Foot Malformation with Long Bone Deficiency	
DC:0000665	Ventricular Tachycardia, Catecholaminergic Polymorphic	
DC:0000667	Myopathy, Tubular Aggregate	
DC:0000668	Ataxia-Telangiectasia-Like Disorder	
DC:0000669	Megalencephaly-Polymicrogyria-Polydactyly-Hydrocephalus Syndrome	
DC:0000670	Laryngeal Abductor Paralysis	
DC:0000671	Breasts and/or Nipples, Aplasia or Hypoplasia of	
DC:0000672	Neu-Laxova Syndrome	
DC:0000674	Inflammatory Skin and Bowel Disease, Neonatal	
DC:0000676	Microcephaly and Chorioretinopathy	
DC:0000677	Myasthenic Syndrome, Congenital, with Tubular Aggregates	
DC:0000679	Feingold Syndrome	
DC:0000680	Hypertropic Osteoarthropathy, Primary	
DC:0000684	Vitamin K-Dependent Clotting Factors, Combined Deficiency of	
DC:0000686	Neuronal Intestinal Dysplasia	
DC:0000687	Polyposis Syndrome, Hereditary Mixed	
DC:0000688	Spondyloepimetaphyseal Dysplasia with Joint Laxity	
DC:0000689	Ectrodactyly, Ectodermal Dysplasia, and Cleft Lip/Palate Syndrome	
DC:0000690	GLUT1 Deficiency Syndrome	
DC:0000691	Schindler Disease	
DC:0000695	Renal Hypodysplasia/Aplasia	
DC:0000696	Polyglucosan Body Myopathy	
DC:0000697	Cortisone Reductase Deficiency	
DC:0000698	Otofaciocervical Syndrome	
DC:0000699	Atrial Standstill	
DC:0000701	Hennekam Lymphangiectasia-Lymphedema Syndrome	
DC:0000702	Ataxia-Oculomotor Apraxia	
DC:0000703	Singleton-Merten Syndrome	
DC:0000705	Linear Skin Defects with Multiple Congenital Anomalies	
DC:0000707	Famailial Adenomatous Polyposis	
DC:0000708	Zimmermann-Laband Syndrome	
DOID:0001816	angiosarcoma	hemangiosarcoma
DOID:0002116	pterygium	
DOID:0014667	disease of metabolism	metabolic disease 
DOID:0050004	seminal vesicle acute gonorrhea	
DOID:0050012	chikungunya	Chikungunya fever
DOID:0050013	carbohydrate metabolism disease	
DOID:0050025	human granulocytic anaplasmosis	HGE	human granulocytic ehrlichiosis
DOID:0050026	human monocytic ehrlichiosis	Ehrlichiosis chafeensis
DOID:0050032	mineral metabolism disease	
DOID:0050035	African tick-bite fever	Rickettsia africae spotted fever	south african tick-bite fever
DOID:0050041	Astrakhan spotted fever	
DOID:0050042	Indian tick typhus	
DOID:0050043	Israeli tick typhus	Israeli spotted fever
DOID:0050046	Far Eastern spotted fever	Rickettsia heilongjiangensis spotted fever
DOID:0050047	Flinders Island spotted fever	FISF	Thai tick typhus
DOID:0050050	Japanese spotted fever	Rickettsia japonica spotted fever	oriental spotted fever
DOID:0050051	Rickettsia parkeri spotted fever	maculatum infection
DOID:0050052	Rocky Mountain spotted fever	Brazillian spotted	Choix	Exanthematic typhus of Sao Paulo	Fiebre maculosa	Fiebre manchada	Sao Paulo typhus	So Paulo fever	Tick typhus 	Tobia fever
DOID:0050059	oropharyngeal anthrax	
DOID:0050061	erysipeloid	
DOID:0050068	pestis minor	
DOID:0050072	adiaspiromycosis	
DOID:0050073	invasive aspergillosis	
DOID:0050083	Keshan disease	
DOID:0050084	rhinotracheitis	Feline viral rhinotracheitis	feline coryza	feline influenza
DOID:0050096	tinea barbae	dermatophytosis of beard
DOID:0050097	ectothrix infectious disease	
DOID:0050105	endothrix infectious disease	
DOID:0050116	tinea imbricata	
DOID:0050117	disease by infectious agent	infectious disease
DOID:0050118	La Crosse encephalitis	California Encephalitis	California virus encephalitis	Neuroinvasive California encephalitis virus infection
DOID:0050120	hemophagocytic lymphohistiocytosis	HPS	Hemophagocytic lymphohistiocytosis, familial, 2	Hemophagocytic syndrome	haemophagocytic syndrome
DOID:0050127	sinusitis	
DOID:0050129	secretory diarrhea	
DOID:0050130	osmotic diarrhea	
DOID:0050131	motility-related diarrhea	
DOID:0050132	inflammatory diarrhea	
DOID:0050133	superficial mycosis	Steroid-modified tinea infection	piedra
DOID:0050134	cutaneous mycosis	
DOID:0050135	subcutaneous mycosis	
DOID:0050136	systemic mycosis	
DOID:0050138	podoconiosis	
DOID:0050140	acute diarrhea	
DOID:0050141	intestinal botulism	
DOID:0050143	asymptomatic dengue	
DOID:0050145	adenoiditis	chronic adenoiditis
DOID:0050147	otomycosis	Singapore ear
DOID:0050148	laryngotracheitis	
DOID:0050150	Pontiac fever	
DOID:0050152	aspiration pneumonia	
DOID:0050153	pulmonary aspergilloma	
DOID:0050155	sensory system disease	
DOID:0050156	idiopathic pulmonary fibrosis	FIBROCYSTIC PULMONARY DYSPLASIA	IDIOPATHIC PULMONARY FIBROSIS, FAMILIAL	cryptogenic fibrosing alveolitis
DOID:0050157	cryptogenic organizing pneumonia	Cryptogenic organizing pneumonitis	idiopathic bronchiolitis obliterans with organizing pneumonia
DOID:0050160	inhalation anthrax	pulmonary anthrax	respiratory anthrax	wool-sorters' disease	woolsorters' disease
DOID:0050161	lower respiratory tract disease	
DOID:0050166	tuberculous salpingitis	
DOID:0050167	autoimmune polyendocrine syndrome type 1	Autoimmune Polyglandular Syndrome I	Whitaker syndrom	autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy
DOID:0050168	autoimmune polyendocrine syndrome type 2	Schmidt syndrome
DOID:0050169	cutaneous lupus erythematosus	
DOID:0050174	Kunjin encephalitis	
DOID:0050175	tick-borne encephalitis	Central European encephalitis	Far Eastern TBE	Russian spring-summer encephalitis	Siberian tick-borne encephalitis	Taiga encephalitis	Western European tick-borne encephalitis	west-Siberian encephalitis
DOID:0050177	monogenic disease	
DOID:0050179	Powassan encephalitis	
DOID:0050185	erythema multiforme	
DOID:0050194	Argentine hemorrhagic fever	
DOID:0050195	Bolivian hemorrhagic fever	
DOID:0050196	Venezuelan hemorrhagic fever	
DOID:0050197	Brazilian hemorrhagic fever	
DOID:0050198	Chapare hemorrhagic fever	
DOID:0050199	Whitewater Arroyo hemorrhagic fever	
DOID:0050200	Korean hemorrhagic fever	
DOID:0050201	nephropathia epidemica	
DOID:0050202	lujo hemorrhagic fever	
DOID:0050204	Epstein-Barr virus hepatitis	
DOID:0050211	swine influenza	
DOID:0050214	Lambert-Eaton myasthenic syndrome	Eaton-Lambert syndrome	LEMS	Lambert-Eaton syndrome
DOID:0050218	polycystic echinococcosis	human polycystic hydatid disease	neotropical echinococcosis
DOID:0050222	selective IgM deficiency disease	
DOID:0050242	primary amebic meningoencephalitis	Naegleria fowleri infection
DOID:0050246	granulomatous amebic encephalitis	Acanthamoeba encephalitis	Acanthamoeba granulomatous encephalitis	Granulomatous Amebic Encephalitis due to Acanthamoeba	granulomatous amoebic encephalitis
DOID:0050250	philophthalmiasis	
DOID:0050251	coenurosis	
DOID:0050253	mesocestoidiasis	
DOID:0050254	acanthocephaliasis	
DOID:0050256	angiostrongyliasis	
DOID:0050259	baylisascariasis	
DOID:0050260	dioctophymiasis	
DOID:0050261	thelaziasis	
DOID:0050266	tungiasis	
DOID:0050268	ophthalmomyiasis	
DOID:0050278	basidiobolomycosis	
DOID:0050279	conidiobolomycosis	
DOID:0050288	penicilliosis	
DOID:0050289	fusariosis	
DOID:0050290	trichosporonosis	
DOID:0050291	parasitic Ichthyosporea infectious disease	
DOID:0050292	primary systemic mycosis	
DOID:0050304	aniseikonia	
DOID:0050308	Alkhurma hemorrhagic fever	
DOID:0050328	congenital hypothyroidism	cretinism
DOID:0050332	enlarged vestibular aqueduct	
DOID:0050336	hypophosphatemia	
DOID:0050338	primary bacterial infectious disease	
DOID:0050339	commensal bacterial infectious disease	
DOID:0050340	opportunistic bacterial infectious disease	
DOID:0050352	foodborne botulism	
DOID:0050353	wound botulism	
DOID:0050354	infant botulism	
DOID:0050382	glandular tularemia	
DOID:0050383	typhoidal tularemia	
DOID:0050398	Carrion's Disease	Carrion Disease	oroya fever
DOID:0050424	familial adenomatous polyposis	adenomatous polyposis of the colon
DOID:0050425	restless legs syndrome	WED	Willis-Ekbom disease	Wittmaack-Ekbom syndrome
DOID:0050427	xeroderma pigmentosum	
DOID:0050428	nonepidermolytic palmoplantar keratoderma	Thost-Unna Syndrome	Unna-Thost Syndrome	diffuse nonepidermolytic palmomplantar keratoderma	tylosis
DOID:0050431	arrhythmogenic right ventricular cardiomyopathy	ARVC	ARVC cardiomyopathy	ARVD	arrhythmogenic right ventricular dysplasia	arrhythmogenic right ventricular dysplasia/cardiomyopathy
DOID:0050432	Asperger syndrome	
DOID:0050439	Usher syndrome	
DOID:0050440	familial partial lipodystrophy	Dunnigan Syndrome	Koberling-Dunnigan Syndrome
DOID:0050444	infantile refsum disease	INFANTILE PHYTANIC ACID STORAGE DISEASE
DOID:0050445	X-linked hypophosphatemia	Hypophosphatemia, Vitamin D-Resistant Rickets	Rickets, Hypophosphatemic	Rickets, Vitamin D-Resistant	Vitamin D-Resistant Rickets, X-Linked	X-Linked Hypophosphatemia	hypophosphatemic rickets X-linked dominant
DOID:0050448	hereditary mucosal leukokeratosis	white sponge nevus	white sponge nevus of Cannon
DOID:0050449	pachyonychia congenita	Jackson-Lawler Type Pachyonychia Congenita	Jadassohn-Lewandowsky Syndrome	PACHYONYCHIA CONGENITA, JADASSOHN-LEWANDOWSKY TYPE	Pachyonychia Congenita Type 1
DOID:0050451	Brugada syndrome	
DOID:0050452	mevalonic aciduria	Mevalonate Kinase Deficiency
DOID:0050453	lissencephaly	
DOID:0050454	periventricular nodular heterotopia	periventricular heterotopia
DOID:0050456	Buruli ulcer disease	Bairnsdale ulcer	Daintree ulcer	Mossman ulcer	Searl ulcer	Searle's ulcer
DOID:0050457	Sertoli cell-only syndrome	DEL CASTILLO SYNDROME	Germinal Cell Aplasia
DOID:0050459	hyperphosphatemia	
DOID:0050462	Antley-Bixler syndrome	trapezoidocephaly-synostosis syndrome
DOID:0050463	campomelic dysplasia	Acampomelic Campomelic Dysplasia
DOID:0050466	Loeys-Dietz syndrome	
DOID:0050471	Carney complex	Carney Complex, Type 1	Carney Complex, Type 2	Carney Syndrome	LAMB Syndrome	NAME Syndrome
DOID:0050475	Weill-Marchesani syndrome	GEMSS syndrome	Marchesani-Weill Syndrome	Mesodermal Dysmorphodystrophy, Congenital	Spherophakia Brachymorphia Syndrome	congenital mesodermal dystrophy
DOID:0050480	epidemic typhus	sylvatic typhus
DOID:0050481	endemic typhus	Rat-Flea Typhus	Rickettsia felis spotted fever	Shop typhus	Urban Typhus of Malaya	cat flea rickettsiosis	fleaborne typhus	murine typhus	toulon typhus	urban typhus
DOID:0050484	aneruptive fever	Rickettsia helvetica spotted fever
DOID:0050485	sennetsu fever	Sennetsu ehrlichiosis
DOID:0050486	exanthem	Rash	exanthema
DOID:0050487	bacterial exanthem	
DOID:0050488	early congenital syphilis	
DOID:0050489	multinodular goiter	
DOID:0050490	parenchymatous neurosyphilis	
DOID:0050491	meningovascular neurosyphilis	
DOID:0050495	exanthema subitum	Roseola Infantum	Sixth Disease
DOID:0050508	variola major	
DOID:0050513	spinal polio	
DOID:0050514	bulbospinal polio	
DOID:0050515	paralytic poliomyelitis	
DOID:0050516	O'nyong'nyong fever	
DOID:0050517	Barmah Forest virus disease	
DOID:0050518	Ross River fever	Ross River virus disease
DOID:0050521	Oropouche fever	
DOID:0050522	Balkan hemorrhagic fever	
DOID:0050523	adult T-cell leukemia	Adult T-cell leukemia/lymphoma
DOID:0050524	maturity-onset diabetes of the young	MODY	Mason-type diabetes
DOID:0050528	nonphotosensitive trichothiodystrophy	AMISH BRITTLE HAIR BRAIN SYNDROME	BIDS SYNDROME	HAIR-BRAIN SYNDROME
DOID:0050534	congenital stationary night blindness	congenital essential nyctalopia
DOID:0050535	exudative vitreoretinopathy	FEVR	familial exudative vitreoretinopathy
DOID:0050536	SC phocomelia syndrome	Hypomelia Hypotrichosis Facial hemangioma syndrome	SC PSEUDOTHALIDOMIDE SYNDROME
DOID:0050537	posterior polar cataract	CATARACT, POSTERIOR POLAR
DOID:0050538	Charcot-Marie-Tooth disease type 1	
DOID:0050539	Charcot-Marie-Tooth disease type 2	
DOID:0050540	Charcot-Marie-Tooth disease type 3	DEJERINE-SOTTAS NEUROPATHY	DEJERINE-SOTTAS SYNDROME
DOID:0050541	Charcot-Marie-Tooth disease type 4	
DOID:0050542	Charcot-Marie-Tooth disease type X	COWCK	Cowchock syndrome
DOID:0050543	Charcot-Marie-Tooth disease intermediate type	
DOID:0050544	hypermethioninemia	hypermethioninemia with s-adenosylhomocysteine hydrolase deficiency
DOID:0050545	visceral heterotaxy	heterotaxia	situs ambiguus
DOID:0050548	hereditary sensory neuropathy	congenital insensitivity to pain	familial dysautonomia, type II	hereditary sensory and autonomic neuropathy
DOID:0050549	Saldino-Noonan syndrome	type I short rib polydactyly syndrome
DOID:0050554	X-linked sideroblastic anemia with ataxia	Anemia sideroblastic and spinocerebellar ataxia	X-linked sideroblastic anemia and ataxia
DOID:0050557	congenital muscular dystrophy	
DOID:0050558	Ullrich congenital muscular dystrophy	ULLRICH DISEASE	Ullrich scleroatonic muscular dystrophy
DOID:0050559	Fukuyama congenital muscular dystrophy	
DOID:0050560	Walker-Warburg syndrome	HARD syndrome	cerebroocular dysplasia-muscular dystrophy syndrome
DOID:0050561	Lennox-Gastaut syndrome	Lennox syndrome
DOID:0050562	West syndrome	
DOID:0050563	nonsyndromic deafness	nonsyndromic hearing loss	nonsyndromic hereditary hearing loss
DOID:0050564	autosomal dominant nonsyndromic deafness	autosomal dominant deafness
DOID:0050565	autosomal recessive nonsyndromic deafness	autosomal recessive deafness
DOID:0050566	X-linked nonsyndromic deafness	X-linked deafness
DOID:0050567	orofacial cleft	
DOID:0050568	spondylocostal dysostosis	Jarcho-Levin syndrome	spondylocostal dysostosis, autosomal recessive 3 	spondylothoracic dysostosis	spondylothoracic dysplasia
DOID:0050569	Seckel syndrome	Harper's syndrome	Virchow-Seckel dwarfism	bird-headed dwarfism	microcephalic primordial dwarfism
DOID:0050570	congenital disorder of glycosylation type I	ALG1-CDG (CDG-1k)	ALG11-CDG (CDG-1p)	ALG12-CDG (CDG-1g)	ALG2-CDG (CDG-1i)	ALG3-CDG (CDG-1d)	ALG6-CDG (CDG-1c)	ALG8-CDG (CDG-1h)	ALG9-CDG (CDG-1l)	DOLK-CDG (CDG-1m)	DPAGT1-CDG (CDG-1j)	DPM1-CDG (CDG-1e)	DPM2-CDG (CDG-1u)	DPM3-CDG (CDG-1o)	MPDU1-CDG (CDG-1f)	MPI-CDG (CDG-1b)	PMM2-CDG (CDG-1a)	RFT1-CDG (CDG-1n)	SRD5A3-CDG (CDG-1q)
DOID:0050571	congenital disorder of glycosylation type II	B4GALT1-CDG (CDG-2d)	MGAT2-CDG (CDG-2a)	MOGS-CDG (CDG-2b)
DOID:0050572	cone-rod dystrophy	cone-rod dystrophy 5	cone-rod retinal dystrophy
DOID:0050573	2-hydroxyglutaric aciduria	
DOID:0050575	D-2-hydroxyglutaric aciduria	
DOID:0050576	Senior-Loken syndrome	Loken Senior syndrome	renal-retinal syndrome
DOID:0050577	Sensenbrenner syndrome	Levin syndrome	cranioectodermal dysplasia
DOID:0050579	glycogen storage disease XV	glycogen storage disease type XV
DOID:0050580	hereditary lymphedema	Milroy's disease	Nonne-Milroy lymphedema
DOID:0050581	brachydactyly	
DOID:0050582	distal hereditary motor neuropathy	
DOID:0050584	gummatous syphilis	
DOID:0050585	congenital generalized lipodystrophy	Beradinelli-Seip syndrome
DOID:0050588	muscular dystrophy-dystroglycanopathy	CMD due to dystroglycanopathy
DOID:0050589	inflammatory bowel disease	
DOID:0050590	severe congenital neutropenia	
DOID:0050591	tooth agenesis	familial tooth agenesis	hypodontia	oligodontia	selective tooth agenesis
DOID:0050592	asphyxiating thoracic dystrophy	Jeune syndrome
DOID:0050593	primary congenital glaucoma	
DOID:0050594	glycogen storage disease IX	
DOID:0050596	taeniasis	Beef tapeworm infection	Infection by Taeniarhynchus saginatus	Taenia saginata infectious disease
DOID:0050597	intestinal schistosomiasis	Katayama fever	Schistosoma japonicum infection	Schistosoma mansoni infectious disease	schistosomiasis japonica
DOID:0050598	extrapulmonary tuberculosis	
DOID:0050599	abdominal tuberculosis	
DOID:0050602	triple-A syndrome	Achalasia-Addisonianism-Alacrimia syndrome	Allgrove Syndrome
DOID:0050605	acrodermatitis enteropathica	
DOID:0050608	Askin's tumor	Askin tumor
DOID:0050610	oral cavity carcinoma in situ	
DOID:0050611	pharynx carcinoma in situ	
DOID:0050612	gall bladder carcinoma in situ	
DOID:0050613	bile duct carcinoma in situ	
DOID:0050614	bronchus carcinoma in situ	
DOID:0050615	respiratory system cancer	
DOID:0050616	malignant Leydig cell tumor	Leydig cell tumor, malignant (morphologic abnormality)	malignant Leydig cell neoplasm	malignant interstitial cell tumor
DOID:0050617	malignant Sertoli cell tumor	
DOID:0050618	malignant Sertoli-Leydig cell tumor	
DOID:0050619	paranasal sinus cancer	Epidermoid carcinoma of the paranasal sinus	Mucoepidermoid carcinoma of Accessory sinus	adenoid cystic carcinoma of Accessory sinus	adenoid cystic carcinoma of paranasal sinus	paranasal sinus adenocarcinoma	paranasal sinus adenoid cystic carcinoma	paranasal sinus mucoepidermoid carcinoma	paranasal sinus squamous cell carcinoma	squamous cell carcinoma of paranasal sinus
DOID:0050620	infiltrating renal pelvis transitional cell carcinoma	
DOID:0050621	respiratory system benign neoplasm	
DOID:0050622	reproductive organ benign neoplasm	
DOID:0050623	bladder benign neoplasm	
DOID:0050624	gastrointestinal system benign neoplasm	
DOID:0050625	biliary tract neoplasm	extrahepatic bile duct neoplasm	neoplasm of extrahepatic bile ducts (disorder)	tumor of the extrahepatic bile duct
DOID:0050626	gastrointestinal neuroendocrine tumor	malignant gastrointestinal neuroendocrine tumor
DOID:0050628	advanced sleep phase syndrome	familial advanced sleep-phase syndrome
DOID:0050629	Aicardi-Goutieres syndrome	Cree encephalitis
DOID:0050632	oculocutaneous albinism	
DOID:0050633	ocular albinism	
DOID:0050634	alopecia universalis	ALOPECIA UNIVERSALIS CONGENITA
DOID:0050635	alternating hemiplegia of childhood	AHC
DOID:0050639	primary cutaneous amyloidosis	PCA	familial primary localized cutaneous amyloidosis
DOID:0050642	hypochromic microcytic anemia	
DOID:0050643	anonychia congenita	HYPONYCHIA CONGENITA
DOID:0050644	arterial calcification of infancy	generalized arterial calcification of infancy	idiopathic infantile arterial calcification	infantile arteriosclerosis
DOID:0050646	distal arthrogryposis	Arthrogryposis Multiplex Congenita	Freeman-Sheldon syndrome	Freeman-Sheldon syndrome variant	Sheldon-Hall syndrome
DOID:0050647	Arts syndrome	Lethal ataxia with deafness and optic atrophy
DOID:0050648	atelosteogenesis	
DOID:0050650	familial atrial fibrillation	ATFB
DOID:0050651	atrioventricular septal defect	AVCD	AVSD	ECD	atrioventricular canal defect	endocardial cushion defect
DOID:0050661	vitelliform macular dystrophy	Best disease	Best macular dystrophy	juvenile-onset vitelliform macular dystrophy
DOID:0050665	fetal alcohol syndrome	
DOID:0050666	partial fetal alcohol syndrome	
DOID:0050667	alcohol-related neurodevelopmental disorder	ARND	static encephalopathy
DOID:0050668	alcohol-related birth defect	ARBD
DOID:0050669	spastic cerebral palsy	
DOID:0050670	ataxic cerebral palsy	hypotonic cerebral palsy
DOID:0050671	female breast cancer	
DOID:0050672	dyskinetic cerebral palsy	Athetoid Dyskinetic Cerebral Palsy
DOID:0050673	mixed cerebral palsy	
DOID:0050674	congenital bile acid synthesis defect	3-beta-hydroxy-delta-5-C27-steroid oxidoreductase deficiency	CBA	cholestasis with delta(4)-3-oxosteroid-5-beta-reductase deficiency
DOID:0050681	Borjeson-Forssman-Lehmann syndrome	BORJESON SYNDROME
